task_id,task_description,category,priority,assigned_user,due_date,user_workload
TSK-0743,Analyze user feedback from the latest survey and create a summary report for project 'Omega'. Assigned to user_5.,Testing,High,user_5,2025-09-03,14
TSK-0744,Design the UI/UX mockups for the new dashboard homepage for project 'Omega'. Assigned to user_14.,Design,Medium,user_14,2025-07-31,8
TSK-0745,Write comprehensive API documentation for the new inventory management endpoints for project 'Eagle'. Assigned to user_14.,Documentation,Medium,user_14,2025-08-28,10
TSK-0746,Design the UI/UX mockups for the new dashboard homepage for project 'Eagle'. Assigned to user_11.,Design,High,user_11,2025-08-10,14
TSK-0747,Design the UI/UX mockups for the new dashboard homepage for project 'Omega'. Assigned to user_13.,Design,Low,user_13,2025-07-27,2
TSK-0748,Build a data visualization component for the analytics dashboard for project 'Phoenix'. Assigned to user_4.,Design,Low,user_4,2025-08-16,4
TSK-0749,Develop the new user authentication module using OAuth 2.0 for project 'Phoenix'. Assigned to user_19.,Feature,High,user_19,2025-09-21,13
TSK-0750,Build a data visualization component for the analytics dashboard for project 'Phoenix'. Assigned to user_16.,Design,Low,user_16,2025-07-31,6
TSK-0751,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_4.,Testing,Low,user_4,2025-07-30,7
TSK-0752,Refactor the legacy database schema to improve performance for project 'Viper'. Assigned to user_16.,Design,Medium,user_16,2025-08-16,1
TSK-0753,Create and execute end-to-end test cases for the user profile feature for project 'Viper'. Assigned to user_10.,Testing,High,user_10,2025-09-10,15
TSK-0754,Update the privacy policy to comply with new GDPR regulations for project 'Omega'. Assigned to user_9.,Documentation,Medium,user_9,2025-09-06,11
TSK-0755,Design the UI/UX mockups for the new dashboard homepage for project 'Viper'. Assigned to user_20.,Design,Medium,user_20,2025-09-07,11
TSK-0756,Fix the critical bug in the payment processing gateway API for project 'Viper'. Assigned to user_9.,Bug,High,user_9,2025-09-19,10
TSK-0757,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_9.,Feature,Medium,user_9,2025-08-01,11
TSK-0758,Conduct a security audit of the entire application stack for project 'Eagle'. Assigned to user_18.,Research,High,user_18,2025-08-20,3
TSK-0759,Refactor the legacy database schema to improve performance for project 'Viper'. Assigned to user_7.,Research,Medium,user_7,2025-09-10,1
TSK-0760,Build a data visualization component for the analytics dashboard for project 'Phoenix'. Assigned to user_2.,Design,Medium,user_2,2025-09-20,12
TSK-0761,Design the UI/UX mockups for the new dashboard homepage for project 'Viper'. Assigned to user_3.,Design,High,user_3,2025-08-08,15
TSK-0762,Set up a new CI/CD pipeline for the staging environment for project 'Phoenix'. Assigned to user_16.,DevOps,High,user_16,2025-09-19,13
TSK-0763,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_8.,Documentation,High,user_8,2025-08-14,14
TSK-0764,Develop the new user authentication module using OAuth 2.0 for project 'Viper'. Assigned to user_15.,Feature,Low,user_15,2025-08-17,3
TSK-0765,Implement a real-time notification system using WebSockets for project 'Phoenix'. Assigned to user_3.,Feature,Low,user_3,2025-09-05,6
TSK-0766,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_16.,Design,Medium,user_16,2025-08-10,6
TSK-0767,Analyze user feedback from the latest survey and create a summary report for project 'Omega'. Assigned to user_19.,Testing,Low,user_19,2025-07-30,4
TSK-0768,Create and execute end-to-end test cases for the user profile feature for project 'Omega'. Assigned to user_18.,Testing,High,user_18,2025-09-24,15
TSK-0769,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_13.,Testing,Low,user_13,2025-09-03,1
TSK-0770,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_5.,Documentation,High,user_5,2025-08-31,15
TSK-0771,Optimize the front-end asset loading time for mobile devices for project 'Omega'. Assigned to user_20.,Feature,Medium,user_20,2025-08-20,2
TSK-0772,Optimize the front-end asset loading time for mobile devices for project 'Phoenix'. Assigned to user_7.,Feature,Medium,user_7,2025-08-26,12
TSK-0773,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_13.,Documentation,High,user_13,2025-08-23,14
TSK-0774,Optimize the front-end asset loading time for mobile devices for project 'Eagle'. Assigned to user_13.,Feature,Medium,user_13,2025-08-07,6
TSK-0775,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_16.,Bug,High,user_16,2025-08-09,14
TSK-0776,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Phoenix'. Assigned to user_9.,Bug,High,user_9,2025-08-02,14
TSK-0777,Refactor the legacy database schema to improve performance for project 'Viper'. Assigned to user_8.,Testing,Medium,user_8,2025-08-13,7
TSK-0778,Migrate the user data from the old server to the new cloud infrastructure for project 'Phoenix'. Assigned to user_3.,Research,High,user_3,2025-08-08,15
TSK-0779,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_12.,Testing,Medium,user_12,2025-08-10,9
TSK-0780,Conduct a security audit of the entire application stack for project 'Eagle'. Assigned to user_7.,Research,High,user_7,2025-08-26,2
TSK-0781,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_16.,Feature,High,user_16,2025-09-21,15
TSK-0782,Implement a real-time notification system using WebSockets for project 'Omega'. Assigned to user_18.,Feature,Low,user_18,2025-08-10,6
TSK-0783,Migrate the user data from the old server to the new cloud infrastructure for project 'Viper'. Assigned to user_9.,Design,Medium,user_9,2025-08-19,12
TSK-0784,Refactor the legacy database schema to improve performance for project 'Phoenix'. Assigned to user_17.,Bug,Medium,user_17,2025-09-08,8
TSK-0785,Build a data visualization component for the analytics dashboard for project 'Viper'. Assigned to user_7.,Design,Low,user_7,2025-07-28,7
TSK-0786,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_4.,Feature,Medium,user_4,2025-08-01,4
TSK-0787,Fix the critical bug in the payment processing gateway API for project 'Phoenix'. Assigned to user_2.,Bug,High,user_2,2025-08-15,12
TSK-0788,Refactor the legacy database schema to improve performance for project 'Viper'. Assigned to user_19.,Bug,Medium,user_19,2025-09-15,12
TSK-0789,Create and execute end-to-end test cases for the user profile feature for project 'Omega'. Assigned to user_17.,Testing,Low,user_17,2025-09-13,7
TSK-0790,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_19.,Documentation,Low,user_19,2025-08-10,7
TSK-0791,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Omega'. Assigned to user_6.,Bug,High,user_6,2025-09-19,14
TSK-0792,Optimize the front-end asset loading time for mobile devices for project 'Omega'. Assigned to user_18.,Feature,Medium,user_18,2025-08-30,4
TSK-0793,Refactor the legacy database schema to improve performance for project 'Phoenix'. Assigned to user_16.,Documentation,Medium,user_16,2025-08-05,3
TSK-0794,Fix the critical bug in the payment processing gateway API for project 'Phoenix'. Assigned to user_11.,Bug,High,user_11,2025-08-21,11
TSK-0795,Implement a real-time notification system using WebSockets for project 'Phoenix'. Assigned to user_13.,Feature,Low,user_13,2025-08-15,3
TSK-0796,Fix the critical bug in the payment processing gateway API for project 'Phoenix'. Assigned to user_18.,Bug,High,user_18,2025-08-24,9
TSK-0797,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_6.,Documentation,High,user_6,2025-09-11,15
TSK-0798,Build a data visualization component for the analytics dashboard for project 'Viper'. Assigned to user_2.,Design,High,user_2,2025-08-15,13
TSK-0799,Build a data visualization component for the analytics dashboard for project 'Viper'. Assigned to user_12.,Design,Low,user_12,2025-08-17,2
TSK-0800,Fix the critical bug in the payment processing gateway API for project 'Phoenix'. Assigned to user_6.,Bug,High,user_6,2025-08-22,10
TSK-0801,Develop the new user authentication module using OAuth 2.0 for project 'Omega'. Assigned to user_7.,Feature,High,user_7,2025-08-13,14
TSK-0802,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_20.,Testing,Low,user_20,2025-08-09,2
TSK-0803,Implement a real-time notification system using WebSockets for project 'Viper'. Assigned to user_10.,Feature,Low,user_10,2025-09-08,1
TSK-0804,Conduct a security audit of the entire application stack for project 'Eagle'. Assigned to user_8.,Research,High,user_8,2025-09-17,15
TSK-0805,Develop the new user authentication module using OAuth 2.0 for project 'Phoenix'. Assigned to user_3.,Feature,High,user_3,2025-08-01,14
TSK-0806,Optimize the front-end asset loading time for mobile devices for project 'Eagle'. Assigned to user_11.,Feature,Medium,user_11,2025-08-30,10
TSK-0807,Develop the new user authentication module using OAuth 2.0 for project 'Phoenix'. Assigned to user_1.,Feature,High,user_1,2025-09-11,14
TSK-0808,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_19.,Bug,High,user_19,2025-08-07,13
TSK-0809,Update the privacy policy to comply with new GDPR regulations for project 'Viper'. Assigned to user_9.,Documentation,Medium,user_9,2025-08-19,1
TSK-0810,Build a data visualization component for the analytics dashboard for project 'Omega'. Assigned to user_18.,Design,Medium,user_18,2025-08-14,10
TSK-0811,Migrate the user data from the old server to the new cloud infrastructure for project 'Viper'. Assigned to user_10.,Testing,Medium,user_10,2025-08-07,11
TSK-0812,Create and execute end-to-end test cases for the user profile feature for project 'Viper'. Assigned to user_19.,Testing,Medium,user_19,2025-08-16,10
TSK-0813,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Omega'. Assigned to user_18.,Bug,Low,user_18,2025-09-16,5
TSK-0814,Build a data visualization component for the analytics dashboard for project 'Omega'. Assigned to user_6.,Design,Low,user_6,2025-09-04,5
TSK-0815,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Viper'. Assigned to user_5.,Bug,Medium,user_5,2025-09-04,9
TSK-0816,Analyze user feedback from the latest survey and create a summary report for project 'Viper'. Assigned to user_6.,Testing,Low,user_6,2025-09-09,5
TSK-0817,Implement a real-time notification system using WebSockets for project 'Eagle'. Assigned to user_13.,Feature,Low,user_13,2025-07-26,3
TSK-0818,Fix the critical bug in the payment processing gateway API for project 'Omega'. Assigned to user_9.,Bug,High,user_9,2025-09-18,7
TSK-0819,Optimize the front-end asset loading time for mobile devices for project 'Omega'. Assigned to user_17.,Feature,Medium,user_17,2025-08-23,12
TSK-0820,Build a data visualization component for the analytics dashboard for project 'Omega'. Assigned to user_3.,Design,Low,user_3,2025-09-09,3
TSK-0821,Design the UI/UX mockups for the new dashboard homepage for project 'Viper'. Assigned to user_19.,Design,High,user_19,2025-07-31,15
TSK-0822,Refactor the legacy database schema to improve performance for project 'Phoenix'. Assigned to user_9.,Bug,Medium,user_9,2025-08-24,7
TSK-0823,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_6.,Testing,High,user_6,2025-08-30,13
TSK-0824,Create and execute end-to-end test cases for the user profile feature for project 'Viper'. Assigned to user_2.,Testing,Low,user_2,2025-09-04,1
TSK-0825,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_20.,Documentation,Medium,user_20,2025-08-25,8
TSK-0826,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_1.,Design,Low,user_1,2025-08-16,7
TSK-0827,Implement a real-time notification system using WebSockets for project 'Omega'. Assigned to user_9.,Feature,High,user_9,2025-08-06,15
TSK-0828,Set up a new CI/CD pipeline for the staging environment for project 'Viper'. Assigned to user_4.,DevOps,Medium,user_4,2025-07-26,8
TSK-0829,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_7.,Testing,Medium,user_7,2025-07-26,10
TSK-0830,Write comprehensive API documentation for the new inventory management endpoints for project 'Eagle'. Assigned to user_3.,Documentation,Medium,user_3,2025-09-08,10
TSK-0831,Fix the critical bug in the payment processing gateway API for project 'Phoenix'. Assigned to user_7.,Bug,High,user_7,2025-08-29,15
TSK-0832,Refactor the legacy database schema to improve performance for project 'Eagle'. Assigned to user_4.,Documentation,Medium,user_4,2025-07-31,7
TSK-0833,Develop the new user authentication module using OAuth 2.0 for project 'Viper'. Assigned to user_13.,Feature,Low,user_13,2025-08-17,1
TSK-0834,Refactor the legacy database schema to improve performance for project 'Omega'. Assigned to user_18.,Documentation,High,user_18,2025-08-27,14
TSK-0835,Build a data visualization component for the analytics dashboard for project 'Omega'. Assigned to user_3.,Design,Low,user_3,2025-08-30,4
TSK-0836,Analyze user feedback from the latest survey and create a summary report for project 'Phoenix'. Assigned to user_16.,Testing,Low,user_16,2025-08-08,2
TSK-0837,Conduct a security audit of the entire application stack for project 'Eagle'. Assigned to user_7.,Research,High,user_7,2025-08-26,8
TSK-0838,Update the privacy policy to comply with new GDPR regulations for project 'Viper'. Assigned to user_5.,Documentation,High,user_5,2025-09-24,13
TSK-0839,Refactor the legacy database schema to improve performance for project 'Phoenix'. Assigned to user_20.,Documentation,Medium,user_20,2025-08-24,1
TSK-0840,Optimize the front-end asset loading time for mobile devices for project 'Phoenix'. Assigned to user_10.,Feature,Medium,user_10,2025-09-22,11
TSK-0841,Optimize the front-end asset loading time for mobile devices for project 'Phoenix'. Assigned to user_10.,Feature,Medium,user_10,2025-07-30,10
TSK-0842,Conduct a security audit of the entire application stack for project 'Eagle'. Assigned to user_3.,Research,High,user_3,2025-08-14,12
TSK-0843,Set up a new CI/CD pipeline for the staging environment for project 'Phoenix'. Assigned to user_15.,DevOps,Medium,user_15,2025-08-16,10
TSK-0844,Build a data visualization component for the analytics dashboard for project 'Phoenix'. Assigned to user_11.,Design,Medium,user_11,2025-09-13,8
TSK-0845,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Viper'. Assigned to user_1.,Bug,Medium,user_1,2025-09-13,12
TSK-0846,Develop the new user authentication module using OAuth 2.0 for project 'Viper'. Assigned to user_9.,Feature,Medium,user_9,2025-09-06,10
TSK-0847,Set up a new CI/CD pipeline for the staging environment for project 'Phoenix'. Assigned to user_19.,DevOps,High,user_19,2025-08-21,14
TSK-0848,Conduct a security audit of the entire application stack for project 'Viper'. Assigned to user_20.,Research,High,user_20,2025-08-24,6
TSK-0849,Set up a new CI/CD pipeline for the staging environment for project 'Omega'. Assigned to user_13.,DevOps,High,user_13,2025-09-21,14
TSK-0850,Refactor the legacy database schema to improve performance for project 'Omega'. Assigned to user_2.,Research,Medium,user_2,2025-07-31,7
TSK-0851,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_19.,Testing,Low,user_19,2025-08-24,5
TSK-0852,Fix the critical bug in the payment processing gateway API for project 'Viper'. Assigned to user_17.,Bug,High,user_17,2025-08-20,10
TSK-0853,Design the UI/UX mockups for the new dashboard homepage for project 'Viper'. Assigned to user_20.,Design,Low,user_20,2025-08-20,4
TSK-0854,Set up a new CI/CD pipeline for the staging environment for project 'Viper'. Assigned to user_20.,DevOps,Medium,user_20,2025-08-28,8
TSK-0855,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_10.,Documentation,Medium,user_10,2025-09-21,10
TSK-0856,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_9.,Testing,Medium,user_9,2025-08-05,10
TSK-0857,Conduct a security audit of the entire application stack for project 'Eagle'. Assigned to user_16.,Research,High,user_16,2025-08-09,5
TSK-0858,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_11.,Testing,Low,user_11,2025-08-04,5
TSK-0859,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_11.,DevOps,Medium,user_11,2025-09-12,12
TSK-0860,Create and execute end-to-end test cases for the user profile feature for project 'Viper'. Assigned to user_5.,Testing,Medium,user_5,2025-09-13,12
TSK-0861,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_1.,Documentation,High,user_1,2025-09-06,14
TSK-0862,Fix the critical bug in the payment processing gateway API for project 'Eagle'. Assigned to user_12.,Bug,High,user_12,2025-09-08,5
TSK-0863,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Eagle'. Assigned to user_2.,Bug,Low,user_2,2025-08-22,6
TSK-0864,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_9.,Feature,High,user_9,2025-08-11,14
TSK-0865,Fix the critical bug in the payment processing gateway API for project 'Omega'. Assigned to user_15.,Bug,High,user_15,2025-08-06,11
TSK-0866,Design the UI/UX mockups for the new dashboard homepage for project 'Eagle'. Assigned to user_6.,Design,Medium,user_6,2025-09-11,11
TSK-0867,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_14.,Design,Medium,user_14,2025-08-13,8
TSK-0868,Fix the critical bug in the payment processing gateway API for project 'Viper'. Assigned to user_6.,Bug,High,user_6,2025-08-17,14
TSK-0869,Conduct a security audit of the entire application stack for project 'Phoenix'. Assigned to user_4.,Research,High,user_4,2025-08-29,14
TSK-0870,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_10.,Documentation,Medium,user_10,2025-08-15,12
TSK-0871,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_11.,Documentation,Medium,user_11,2025-09-14,6
TSK-0872,Implement a real-time notification system using WebSockets for project 'Eagle'. Assigned to user_18.,Feature,Low,user_18,2025-08-05,4
TSK-0873,Fix the critical bug in the payment processing gateway API for project 'Omega'. Assigned to user_5.,Bug,High,user_5,2025-08-21,3
TSK-0874,Develop the new user authentication module using OAuth 2.0 for project 'Viper'. Assigned to user_10.,Feature,Medium,user_10,2025-09-16,9
TSK-0875,Build a data visualization component for the analytics dashboard for project 'Eagle'. Assigned to user_13.,Design,Low,user_13,2025-09-08,2
TSK-0876,Refactor the legacy database schema to improve performance for project 'Eagle'. Assigned to user_20.,Research,Medium,user_20,2025-08-25,6
TSK-0877,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_10.,Feature,Low,user_10,2025-08-07,5
TSK-0878,Create and execute end-to-end test cases for the user profile feature for project 'Omega'. Assigned to user_12.,Testing,Low,user_12,2025-08-03,6
TSK-0879,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_18.,Feature,Medium,user_18,2025-09-01,5
TSK-0880,Set up a new CI/CD pipeline for the staging environment for project 'Omega'. Assigned to user_1.,DevOps,Low,user_1,2025-09-24,7
TSK-0881,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_10.,Bug,Medium,user_10,2025-09-15,3
TSK-0882,Create and execute end-to-end test cases for the user profile feature for project 'Phoenix'. Assigned to user_6.,Testing,Medium,user_6,2025-08-12,12
TSK-0883,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_20.,Documentation,Low,user_20,2025-08-06,6
TSK-0884,Design the UI/UX mockups for the new dashboard homepage for project 'Omega'. Assigned to user_16.,Design,High,user_16,2025-08-30,14
TSK-0885,Develop the new user authentication module using OAuth 2.0 for project 'Phoenix'. Assigned to user_17.,Feature,Low,user_17,2025-09-21,6
TSK-0886,Refactor the legacy database schema to improve performance for project 'Omega'. Assigned to user_15.,Testing,Medium,user_15,2025-08-03,3
TSK-0887,Build a data visualization component for the analytics dashboard for project 'Omega'. Assigned to user_6.,Design,High,user_6,2025-09-17,15
TSK-0888,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_4.,Documentation,Low,user_4,2025-09-23,1
TSK-0889,Analyze user feedback from the latest survey and create a summary report for project 'Viper'. Assigned to user_10.,Testing,Medium,user_10,2025-08-02,8
TSK-0890,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_11.,Feature,Medium,user_11,2025-08-27,11
TSK-0891,Implement a real-time notification system using WebSockets for project 'Phoenix'. Assigned to user_9.,Feature,High,user_9,2025-08-06,13
TSK-0892,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Omega'. Assigned to user_2.,Bug,Low,user_2,2025-08-18,7
TSK-0893,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_11.,Feature,Medium,user_11,2025-08-26,4
TSK-0894,Create and execute end-to-end test cases for the user profile feature for project 'Omega'. Assigned to user_20.,Testing,Low,user_20,2025-08-30,3
TSK-0895,Set up a new CI/CD pipeline for the staging environment for project 'Omega'. Assigned to user_4.,DevOps,Low,user_4,2025-09-10,6
TSK-0896,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_2.,Feature,High,user_2,2025-07-27,14
TSK-0897,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_11.,Testing,Low,user_11,2025-09-23,2
TSK-0898,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_6.,Design,Medium,user_6,2025-08-21,10
TSK-0899,Analyze user feedback from the latest survey and create a summary report for project 'Viper'. Assigned to user_17.,Testing,Low,user_17,2025-08-17,3
TSK-0900,Analyze user feedback from the latest survey and create a summary report for project 'Viper'. Assigned to user_5.,Testing,Low,user_5,2025-09-03,3
TSK-0901,Implement a real-time notification system using WebSockets for project 'Omega'. Assigned to user_16.,Feature,Low,user_16,2025-09-13,4
TSK-0902,Migrate the user data from the old server to the new cloud infrastructure for project 'Viper'. Assigned to user_19.,Feature,Medium,user_19,2025-09-07,2
TSK-0903,Build a data visualization component for the analytics dashboard for project 'Eagle'. Assigned to user_18.,Design,Low,user_18,2025-08-05,3
TSK-0904,Conduct a security audit of the entire application stack for project 'Viper'. Assigned to user_14.,Research,High,user_14,2025-08-11,3
TSK-0905,Create and execute end-to-end test cases for the user profile feature for project 'Phoenix'. Assigned to user_20.,Testing,Medium,user_20,2025-09-24,9
TSK-0906,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_7.,Documentation,Low,user_7,2025-09-11,3
TSK-0907,Create and execute end-to-end test cases for the user profile feature for project 'Phoenix'. Assigned to user_11.,Testing,Medium,user_11,2025-08-18,8
TSK-0908,Migrate the user data from the old server to the new cloud infrastructure for project 'Viper'. Assigned to user_15.,Documentation,Medium,user_15,2025-08-04,10
TSK-0909,Develop the new user authentication module using OAuth 2.0 for project 'Omega'. Assigned to user_8.,Feature,Low,user_8,2025-07-27,5
TSK-0910,Create and execute end-to-end test cases for the user profile feature for project 'Viper'. Assigned to user_13.,Testing,Low,user_13,2025-08-21,6
TSK-0911,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_15.,Design,Low,user_15,2025-09-14,1
TSK-0912,Refactor the legacy database schema to improve performance for project 'Viper'. Assigned to user_1.,Research,Medium,user_1,2025-09-12,5
TSK-0913,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_19.,Design,Low,user_19,2025-08-09,3
TSK-0914,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Viper'. Assigned to user_20.,Bug,Medium,user_20,2025-07-26,12
TSK-0915,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_8.,Testing,Medium,user_8,2025-08-13,10
TSK-0916,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_11.,Feature,Medium,user_11,2025-08-25,7
TSK-0917,Analyze user feedback from the latest survey and create a summary report for project 'Phoenix'. Assigned to user_19.,Testing,Medium,user_19,2025-08-01,9
TSK-0918,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_6.,Documentation,Medium,user_6,2025-09-17,9
TSK-0919,Fix the critical bug in the payment processing gateway API for project 'Viper'. Assigned to user_2.,Bug,High,user_2,2025-08-23,12
TSK-0920,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_17.,Feature,Medium,user_17,2025-07-30,3
TSK-0921,Implement a real-time notification system using WebSockets for project 'Omega'. Assigned to user_5.,Feature,Low,user_5,2025-08-11,1
TSK-0922,Conduct a security audit of the entire application stack for project 'Viper'. Assigned to user_2.,Research,High,user_2,2025-09-23,10
TSK-0923,Build a data visualization component for the analytics dashboard for project 'Phoenix'. Assigned to user_3.,Design,Low,user_3,2025-08-12,6
TSK-0924,Refactor the legacy database schema to improve performance for project 'Viper'. Assigned to user_18.,Testing,High,user_18,2025-08-13,15
TSK-0925,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_6.,Feature,Medium,user_6,2025-08-02,4
TSK-0926,Update the privacy policy to comply with new GDPR regulations for project 'Viper'. Assigned to user_8.,Documentation,Medium,user_8,2025-08-03,10
TSK-0927,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_5.,Testing,Medium,user_5,2025-08-08,1
TSK-0928,Build a data visualization component for the analytics dashboard for project 'Phoenix'. Assigned to user_1.,Design,High,user_1,2025-09-23,14
TSK-0929,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_17.,Design,Medium,user_17,2025-08-22,9
TSK-0930,Implement a real-time notification system using WebSockets for project 'Viper'. Assigned to user_1.,Feature,Low,user_1,2025-08-31,3
TSK-0931,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Phoenix'. Assigned to user_1.,Bug,Low,user_1,2025-09-08,2
TSK-0932,Develop the new user authentication module using OAuth 2.0 for project 'Omega'. Assigned to user_3.,Feature,Low,user_3,2025-08-11,3
TSK-0933,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_3.,Feature,Medium,user_3,2025-08-04,8
TSK-0934,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_2.,Feature,Low,user_2,2025-09-16,4
TSK-0935,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_10.,Bug,Medium,user_10,2025-08-12,5
TSK-0936,Implement a real-time notification system using WebSockets for project 'Phoenix'. Assigned to user_16.,Feature,Low,user_16,2025-09-20,7
TSK-0937,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Phoenix'. Assigned to user_7.,Bug,High,user_7,2025-08-25,15
TSK-0938,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_20.,Feature,Low,user_20,2025-08-29,6
TSK-0939,Refactor the legacy database schema to improve performance for project 'Eagle'. Assigned to user_6.,Testing,Medium,user_6,2025-08-22,5
TSK-0940,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Viper'. Assigned to user_17.,Bug,Medium,user_17,2025-08-04,11
TSK-0941,Optimize the front-end asset loading time for mobile devices for project 'Eagle'. Assigned to user_20.,Feature,Medium,user_20,2025-09-17,4
TSK-0942,Update the privacy policy to comply with new GDPR regulations for project 'Omega'. Assigned to user_3.,Documentation,Medium,user_3,2025-08-14,6
TSK-0943,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Phoenix'. Assigned to user_14.,Bug,High,user_14,2025-07-30,15
TSK-0944,Analyze user feedback from the latest survey and create a summary report for project 'Omega'. Assigned to user_14.,Testing,Low,user_14,2025-09-12,2
TSK-0945,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_2.,Documentation,Low,user_2,2025-09-13,3
TSK-0946,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_10.,DevOps,Medium,user_10,2025-08-13,11
TSK-0947,Write comprehensive API documentation for the new inventory management endpoints for project 'Eagle'. Assigned to user_19.,Documentation,Medium,user_19,2025-08-19,10
TSK-0948,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_15.,Design,Medium,user_15,2025-08-21,8
TSK-0949,Analyze user feedback from the latest survey and create a summary report for project 'Omega'. Assigned to user_13.,Testing,Low,user_13,2025-08-08,6
TSK-0950,Fix the critical bug in the payment processing gateway API for project 'Phoenix'. Assigned to user_4.,Bug,High,user_4,2025-08-06,12
TSK-0951,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_6.,Feature,Medium,user_6,2025-07-27,8
TSK-0952,Design the UI/UX mockups for the new dashboard homepage for project 'Omega'. Assigned to user_2.,Design,Medium,user_2,2025-09-11,8
TSK-0953,Create and execute end-to-end test cases for the user profile feature for project 'Viper'. Assigned to user_15.,Testing,Medium,user_15,2025-08-05,8
